Country Name,Year,Fixed broadband subscriptions,Fixed telephone subscriptions,GDP,Individuals using the Internet,Unemployment
El Salvador,2015,0.05665178318,944266.0,23438240000.0,0.2680260496,0.03998
San Marino,2015,0.3467679476,16550.0,1419400403.8278778,,
Somalia,2015,0.00595761116,51000.0,6984947145.095078,0.0176,0.18444
Serbia,2015,0.18656876719999999,2770462.0,39655949731.381615,0.6531702540000001,0.1766
Sub-Saharan Africa (excluding high income),2015,0.0036530552251288384,10612112.0,1667230590352.5266,0.16007798686943311,0.058878213041337925
South Sudan,2015,1.339968e-05,0.0,11997800760.224182,0.03,0.12355000000000001
Sub-Saharan Africa,2015,0.003666160454849771,10633453.0,1668662993704.6562,0.16011709929933585,0.058878213041337925
Small states,2015,0.11440768474560609,3049214.0,195342695295.0269,0.4945270677443496,0.08672278467701287
Sao Tome and Principe,2015,0.00653328295,6441.0,259999643.04738805,0.2582,0.13598000000000002
Suriname,2015,0.09156088449000001,91916.0,5126237646.220717,0.4276382778,0.0722
Slovak Republic,2015,0.23482812249999999,866630.0,88900883130.83745,0.7763468202999999,0.11492000000000001
Slovenia,2015,0.2734568655,753082.0,43107506024.32537,0.7309865997,0.08975
Sweden,2015,0.35497172,3554665.0,505103781349.7569,0.9061019664,0.07432
Eswatini,2015,0.0052913039200000005,43000.0,4063245671.2928457,0.25643042309999997,0.23279
Sint Maarten (Dutch part),2015,,,1417888715.083799,,
Seychelles,2015,0.1352277308,21341.0,1432403352.1294434,0.5425961786,
Syrian Arab Republic,2015,0.03797210315,3539665.0,16466863097.212492,0.2997979724,0.1429
Turks and Caicos Islands,2015,,4000.0,942070000.0,,
Chad,2015,0.0008017525,17029.0,10950392256.954294,0.035,0.00968
East Asia & Pacific (IDA & IBRD countries),2015,0.1477973605351507,263990391.0,13306887306272.541,0.4411887701452728,0.0413748670573712
Europe & Central Asia (IDA & IBRD countries),2015,0.1520875401587884,94441015.0,3627947465522.133,0.593850310123345,0.07537481419684036
Togo,2015,0.0088411594,52690.0,5755461035.443332,0.0712,0.02204
Thailand,2015,0.08861303697,5309000.0,401296238228.0839,0.3931612674,0.00597
Tajikistan,2015,0.00070388977,457000.0,8271431485.0748415,0.1898,0.07554
Turkmenistan,2015,0.00489037242,648000.0,35799714285.71429,0.1499677482,0.040229999999999995
Latin America & the Caribbean (IDA & IBRD countries),2015,0.10924269931050212,107407831.0,5194835549016.914,0.5464600591032678,0.06740078361740359
Timor-Leste,2015,0.00085253684,2720.0,1595205100.0,0.18600000000000003,0.044500000000000005
Middle East & North Africa (IDA & IBRD countries),2015,0.04836332935212056,52234556.0,1446610375148.2905,0.3883576263593314,0.12259945174619931
Tonga,2015,0.02316202107,13220.0,437003078.563584,0.3865127243,0.02028
South Asia (IDA & IBRD),2015,0.013863700723797027,34210201.0,2733618963171.586,0.14198749501992453,0.07109827098801065
Sub-Saharan Africa (IDA & IBRD countries),2015,0.003666160454849772,10633453.0,1668662993704.6562,0.16011709929933582,0.058878213041337925
Trinidad and Tobago,2015,0.1907453685,270872.0,27026080986.578022,0.6509999999999999,0.02428
Tunisia,2015,0.049661535289999996,943642.0,45779494041.92953,0.4649999434,0.15159
Turkiye,2015,0.11933521779999999,11493057.0,864313810469.0094,0.5374497913999999,0.10304
Tuvalu,2015,0.04137170176,2000.0,36811936.082458735,0.273,
Tanzania,2015,0.00201740203,142819.0,47413919817.12405,0.1,0.02162
Uganda,2015,0.00215394064,328811.0,32387183730.10015,0.057999999999999996,0.02788
Ukraine,2015,0.1164370424,9113061.0,91030967789.07175,0.48884643680000006,0.09140000000000001
Upper middle income,2015,0.14475270039495866,425318467.0,19827996310186.035,0.4799621535183081,0.057542040918896246
Uruguay,2015,0.2647608541,1106431.0,57680327998.668884,0.645707871,0.07488
United States,2015,0.3148784704,124848000.0,18295019000000.0,0.7455420245000001,0.0528
Uzbekistan,2015,0.05776477147,2816611.0,86196264755.31053,0.428,0.051500000000000004
St. Vincent and the Grenadines,2015,0.1592757461,24865.0,786555555.5555555,0.494,0.19121
"Venezuela, RB",2015,0.08482597741999999,7780096.0,,0.58,0.06138
British Virgin Islands,2015,0.22679288970000003,11754.0,,,
Virgin Islands (U.S.),2015,0.0875452317,76000.0,3663000000.0,0.548391373,0.12146000000000001
Viet Nam,2015,0.08306218548000001,7324947.0,239258328381.7414,0.45,0.01849
Vanuatu,2015,0.01554417265,4797.0,730870802.9670509,0.2235140458,0.05255
World,2015,0.11450762176166875,1045942843.0,75359657218242.53,0.40270058639491096,0.06048849020243364
Samoa,2015,0.01023721453,11453.0,824150498.6535364,0.2540700977,0.08900000000000001
Kosovo,2015,,,6295848422.715734,,
"Yemen, Rep.",2015,0.0138516079,1142227.0,42444490073.85545,0.2408540947,0.179
South Africa,2015,0.02522253361,4131055.0,346709790458.56305,0.5191911572,0.22869
Zambia,2015,0.00143954141,116165.0,21251216798.776245,0.08800000000000001,0.08316000000000001
Zimbabwe,2015,0.01158514517,333702.0,19963120600.0,0.227428181,0.05383
Aruba,2016,,,2983635195.5307264,0.9354245387,
Africa Eastern and Southern,2016,0.005076946686594974,8320103.0,829829959319.292,0.15753329822738998,0.0702762996710982
Afghanistan,2016,0.00025409826,114192.0,18116572395.077213,0.11,0.10099999999999999
Africa Western and Central,2016,0.0023859558083200194,2871319.0,692181085843.4884,0.2286974960529765,0.041399484703583164
Angola,2016,0.00290601057,304493.0,52761617225.925285,0.23199999999999998,0.16579999999999998
Albania,2016,0.09245858213,248640.0,11861199830.83956,0.596,0.15417999999999998
Andorra,2016,0.4478908189,38694.0,2896610479.7307653,0.897,
Arab World,2016,0.05403620005284768,31758701.0,2499965913229.8765,0.41529195566279853,0.10807321070176087
United Arab Emirates,2016,0.144268074,2285809.0,369255326235.53436,0.9060000732,0.016399999999999998
Argentina,2016,0.1660628602,10164849.0,557532320662.9546,0.7096898081999999,0.08083
Armenia,2016,0.10439191369999999,531624.0,10546136235.521862,0.6434602977,0.12732
American Samoa,2016,,,671000000.0,,
Antigua and Barbuda,2016,0.1022591758,22504.0,1489692592.5925925,0.73,
Australia,2016,0.30476488360000004,8480000.0,1207580901578.7236,0.8654000000000001,0.05711
Austria,2016,0.2888231849,3567200.0,395837353031.499,0.8432374256999999,0.06064
Azerbaijan,2016,0.1807956258,1700233.0,37866996882.915695,0.782,0.05
Burundi,2016,0.00029761554999999996,19540.0,2644487776.500767,0.022000000000000002,0.013560000000000001
Belgium,2016,0.3773412463,4371055.0,476062757356.92725,0.8651647666,0.0783
Benin,2016,0.00198026924,124883.0,11821065853.38379,0.145,0.018349999999999998
Burkina Faso,2016,0.00064247367,75727.0,12833363045.336655,0.07139999999999999,0.04594
Bangladesh,2016,0.04125802687,766183.0,265224514652.99173,0.18100000000000002,0.0435
Bulgaria,2016,0.23428044320000002,1478975.0,53964253211.83995,0.5982554766,0.07575
Bahrain,2016,0.1648516913,279864.0,32250132978.723404,0.979999807,0.01195
"Bahamas, The",2016,0.21498272620000003,121088.0,11745100000.0,0.8,0.127
Bosnia and Herzegovina,2016,0.19031044649999998,784223.0,17116926327.624695,0.6025653543,0.25408000000000003
Belarus,2016,0.3159759212,4515382.0,47723545321.25899,0.7111304576,0.058440000000000006
Belize,2016,0.05002286884,22400.0,2240593542.975695,0.4457574032,0.07
Bermuda,2016,0.36146698800000004,20351.0,6899911000.0,0.98,
Bolivia,2016,0.025533924479999998,867346.0,33941126193.921852,0.396975146,0.034980000000000004
Brazil,2016,0.1298503036,42003948.0,1795693482652.5151,0.6087254007,0.1158
Barbados,2016,0.3118152227,139715.0,4848210350.0,0.7954939789,0.08247
Brunei Darussalam,2016,0.08478992662,74213.0,11400466356.389812,0.9,0.08521000000000001
Bhutan,2016,0.021992312229999998,21081.0,2322730512.468928,0.465,0.027370000000000002
Botswana,2016,0.025104828399999998,142122.0,15082637184.04962,0.39362997380000003,0.19343
Central African Republic,2016,0.00015007612,1964.0,1825018144.6559532,0.031,0.05904
Canada,2016,0.3706781159,15155520.0,1527994741907.425,0.9116,0.07038
Central Europe and the Baltics,2016,0.23218145709642343,22863102.0,1316821592128.1628,0.7134285444641958,0.0649345477676331
Switzerland,2016,0.45096882819999995,3772545.0,687895460902.7133,0.8913468774000001,0.04918
Channel Islands,2016,,,9072059721.021658,,0.07442
Chile,2016,0.1606170888,3375037.0,249344863933.46103,0.8355858602,0.06926
China,2016,0.2301158248,206624000.0,11233313730348.719,0.532,0.045599999999999995
Cote d'Ivoire,2016,0.00563236677,289108.0,48407761036.82379,0.4120781493,0.018959999999999998
Cameroon,2016,0.01538405415,1051073.0,33814337040.781666,0.20600000000000002,0.035339999999999996
"Congo, Dem. Rep.",2016,1.2280340000000001e-05,0.0,37134801555.33219,0.0620997406,0.04548
"Congo, Rep.",2016,,17000.0,10931328149.685734,0.08121949323000001,0.20524
Colombia,2016,0.1241543188,7115984.0,282720100286.22784,0.5813649357,0.08922000000000001
Comoros,2016,0.00218966756,13049.0,1012835493.193246,0.07938322771,0.05042
Cabo Verde,2016,0.02783160278,64724.0,1849789985.9957225,0.5032281787,0.12075
Costa Rica,2016,0.1292336718,838346.0,58847019609.6549,0.6588044918999999,0.08085
Caribbean small states,2016,0.1437258602442862,649964.0,33451252507.26625,0.5392135748224905,0.11533143519568789
Cuba,2016,0.00127208471,1322002.0,91370407863.7,0.4297867519,0.02
Curacao,2016,0.2501654572,59231.0,3024690167.5977654,0.6185551074,
Cayman Islands,2016,0.3941112218,34116.0,4909322200.002124,0.79,
Cyprus,2016,0.3257873187,320573.0,21046452116.38089,0.7590020540000001,0.13006
Czechia,2016,0.2916118504,1758590.0,196272068576.3383,0.764811987,0.03952
Germany,2016,0.3869956236,45300000.0,3469853463945.5337,0.8416520663999999,0.04122
Djibouti,2016,0.02372315204,24925.0,2604955228.701166,0.308,0.25999
Dominica,2016,0.2210060649,13328.0,576229629.6296296,0.6703,
Denmark,2016,0.43130623389999995,1395239.0,313115929314.33856,0.9696778525,0.05989
Dominican Republic,2016,0.07231045808,1345091.0,75704647877.65591,0.6387086474,0.07284
Algeria,2016,0.07088781769,3404709.0,180763839522.15082,0.4294552688,0.10202
East Asia & Pacific (excluding high income),2016,0.17057095110924453,239986749.0,13614572556661.455,0.47652824616736106,0.04038120905249829
Early-demographic dividend,2016,0.03441879012251515,175127126.0,10537028724316.62,0.27127517197314654,0.06766929707237834
East Asia & Pacific,2016,0.1869274783131795,362757222.0,22776012762509.473,0.5223550096798371,0.039999270389511135
Europe & Central Asia (excluding high income),2016,0.12654174168940943,41380582.0,1447395306947.5278,0.5599926506128593,0.08924189364262292
Europe & Central Asia,2016,0.25741200721061863,290285081.0,20408605606979.33,0.7231270379957006,0.0803706485884347
Ecuador,2016,0.09790916255000001,2451623.0,97671433000.0,0.5406292473,0.045970000000000004
"Egypt, Arab Rep.",2016,0.04478836944,6118250.0,332441717791.411,0.4124806709,0.1245
Euro area,2016,0.3478628277518465,156220832.0,12025904489799.79,0.7792867406139956,0.10028635929348273
Eritrea,2016,0.00017829083,66086.0,,0.0117711872,0.0583
Spain,2016,0.30367226869999997,19487737.0,1233554967011.6763,0.8056133294,0.19635000000000002
Estonia,2016,0.3149705987,370589.0,24072829276.77438,0.8724023275,0.06881999999999999
Ethiopia,2016,0.0053089834,1147000.0,74296745207.87209,0.1536692386,0.02566
European Union,2016,0.3256541714069352,179330821.0,13888833465037.945,0.7690997415935069,0.09103486383025505
Fragile and conflict affected situations,2016,0.013135321716763954,30703253.0,1490633651211.6816,0.2072783107308392,0.056892464077422114
Finland,2016,0.3115435436,457300.0,240771351298.83328,0.8770364996000001,0.08818
Fiji,2016,0.01342812436,74182.0,4930213644.366533,0.49420000000000003,0.0432
France,2016,0.43257219900000005,39006000.0,2472964344587.1655,0.7926981132,0.10057
Faroe Islands,2016,0.3630909091,19078.0,2813278868.782085,0.9510868167,
"Micronesia, Fed. Sts.",2016,0.02882848462,6883.0,325000000.0,0.33352162550000003,
Gabon,2016,0.007198713839999999,18946.0,14023890265.366455,0.48052273749999996,0.20165
United Kingdom,2016,0.3879908649,32633398.0,2689106566899.611,0.9477580063000001,0.0481
Georgia,2016,0.1805935123,840431.0,15444548901.963682,0.5845928961,0.16604
Ghana,2016,0.00293006402,251490.0,56164929304.8754,0.28,0.05237
Gibraltar,2016,0.5037309995,17027.0,,0.9444447158,
Guinea,2016,9.219691e-05,0.0,8595955600.36601,0.131,0.05019
"Gambia, The",2016,0.0016183282800000002,37969.0,1484578885.9713225,0.19899999999999998,0.06299
Guinea-Bissau,2016,0.0004829517,0.0,1245074264.1039608,0.138,0.031920000000000004
Equatorial Guinea,2016,0.00241756718,10989.0,11240808847.887815,0.237799999,0.08231999999999999
Greece,2016,0.3362898384,5200950.0,193148146586.93277,0.6908791546999999,0.23514
Grenada,2016,0.173557508,26776.0,1061640740.7407407,0.5329999999999999,
Greenland,2016,,,2707139544.4669547,0.6850087368,
Guatemala,2016,0.0310600869,2454778.0,66053403469.00244,0.34509326090000003,0.025830000000000002
Guam,2016,,,5901000000.0,0.7700999989,0.054000000000000006
Guyana,2016,0.07535763358,141595.0,4482697336.561744,0.3566,0.13563
High income,2016,0.304835247894281,526790618.0,50737236574099.61,0.8247750906252658,0.06135067861047598
"Hong Kong SAR, China",2016,0.3531540856,4318346.0,320860317562.5624,0.8747941467,0.03392
Honduras,2016,0.02329465231,442929.0,21717604952.183525,0.29528218079999996,0.06727
Heavily indebted poor countries (HIPC),2016,0.00382348529709421,6851307.0,674512464051.6886,0.13465148594338439,0.04503072796270573
Croatia,2016,0.24712512650000001,1435977.0,52740059263.424484,0.7269726967,0.13103
Haiti,2016,0.00012581847,5692.0,14069277526.227812,0.228,0.13888
Hungary,2016,0.2867542718,3119735.0,128609822750.03862,0.7925941213000001,0.05115
IBRD only,2016,0.11262971406904682,506232604.0,26027770587219.094,0.4208440255709253,0.06435017320124675
IDA & IBRD total,2016,0.08681529451370809,531466975.0,28169507573194.117,0.35790080993755535,0.059951366784246896
IDA total,2016,0.011188130811614938,25234371.0,2140704517319.6362,0.17343975278024007,0.043755867062680885
IDA blend,2016,0.011569404173971374,8574493.0,984095717018.7717,0.21197844331471705,0.03735698670151582
Indonesia,2016,0.01996329718,10752912.0,931877364037.6975,0.254473537,0.04301
IDA only,2016,0.010997052686473432,16659878.0,1156608800300.8655,0.15407431613042427,0.04669168080518806
Isle of Man,2016,,,6846377563.006829,,
India,2016,0.013934562690000001,24404000.0,2294796885663.67,0.165,0.078
Not classified,2016,,,,,
Ireland,2016,0.2884362062,1917742.0,298559265006.39764,0.835,0.08374000000000001
"Iran, Islamic Rep.",2016,0.09133242386,30869311.0,457954614593.74615,0.5322677167,0.12618000000000001
Iraq,2016,,2031000.0,166743557747.67148,0.19899999999999998,0.1082
Iceland,2016,0.3813897371,164566.0,20793168030.952427,0.9824001629999999,0.02978
Israel,2016,0.2767492964,3340223.0,322102790386.835,0.7965312418,0.04723
Italy,2016,0.25887615929999996,20267173.0,1877071687633.7788,0.6132425277,0.11688000000000001
Jamaica,2016,0.10206890149999999,310213.0,14077096676.621284,0.4436685637,0.08634
Jordan,2016,0.02983785893,404112.0,39892551126.76057,0.5615,0.15275
Japan,2016,0.3134449699,64130388.0,5003677627544.24,0.9318272127999999,0.03132
Kazakhstan,2016,0.1299827481,3931100.0,137278320084.17114,0.7458772647,0.0496
Kenya,2016,0.00277070497,72801.0,74815144163.89308,0.166,0.02757
Kyrgyz Republic,2016,0.04002343519,382149.0,6813095379.118702,0.405,0.03466
Cambodia,2016,0.00624919038,227261.0,20016747857.636715,0.32398451710000004,0.00716
Kiribati,2016,0.0009281682199999999,871.0,206658568.82250705,0.1941939784,
St. Kitts and Nevis,2016,0.2966853603,17433.0,1006818518.5185184,0.7681767490999999,
"Korea, Rep.",2016,0.4006176069,28035600.0,1499679823909.6116,0.9284302568,0.0365
Kuwait,2016,0.02504641083,533234.0,109406674087.94687,0.856,0.0216
Latin America & Caribbean (excluding high income),2016,0.11221508340322059,95083242.0,4496975505130.538,0.564425206208319,0.0790667470796857
Lao PDR,2016,0.00354443722,1266605.0,15912501722.614256,0.2187,0.0288
Lebanon,2016,,1816262.0,51147308774.12936,0.7611,0.09759999999999999
Liberia,2016,0.0016999221,8000.0,3398419600.0,0.157,0.03081
Libya,2016,0.02688868669,1374408.0,49912073701.298004,,0.195
St. Lucia,2016,0.16884147519999998,35545.0,1868544444.4444444,0.617,0.19928
Latin America & Caribbean,2016,0.11391740226250714,109517660.0,5283310849435.273,0.5754435778649946,0.07753916090108491
Least developed countries: UN classification,2016,0.009205247097336739,8606026.0,936561647193.3789,0.13686364060248635,0.049773557104000915
Low income,2016,0.004039152054116588,8515319.0,383741508244.7594,0.10857785612818968,0.04995689466104507
Liechtenstein,2016,0.4237017735,16385.0,6237302033.50132,0.9809390389000001,
Sri Lanka,2016,0.041641233570000005,2479802.0,88012282205.83571,0.22190000000000001,0.04243
Lower middle income,2016,0.01932034831749837,64301283.0,5297558624291.539,0.22264197076193729,0.06182280542608167
Low & middle income,2016,0.0823950443451547,473540159.0,25586586836480.027,0.3425428056948799,0.05981925558715341
Lesotho,2016,0.0010401740399999999,41158.0,2114426453.7069674,0.32453856950000004,0.16139
Late-demographic dividend,2016,0.19369174811314546,351496477.0,18593573738109.332,0.5678379508999343,0.05272042394727552
Lithuania,2016,0.29238456620000003,530871.0,43047309305.73629,0.7437664556,0.07862
Luxembourg,2016,0.34816088430000003,276400.0,62216885435.94879,0.9813669867,0.06291000000000001
Latvia,2016,0.2630657784,362940.0,28083597512.484116,0.7984209778,0.09643
"Macao SAR, China",2016,0.2839674607,142000.0,45070808688.96109,0.8164298546000001,0.01939
St. Martin (French part),2016,,,,,
Morocco,2016,0.03574041694,2070173.0,111572947004.91748,0.5827123642,0.09300000000000001
Monaco,2016,0.5021175582,46575.0,6465645584.948767,0.9520817797,
Moldova,2016,0.1728315478,1171287.0,7980917075.774796,0.467,0.01591
Madagascar,2016,0.00103462713,148585.0,11848613858.441998,0.04713662899,0.01944
Maldives,2016,0.06452145505,21137.0,4409942623.855379,0.595,0.057699999999999994
